id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
2996,1981,Mastercard,Debit,5898198294277172,08/2022,332,YES,2,$20962,05/2009,2009,No
4,1981,Mastercard,Debit,5433366978583845,03/2024,530,YES,2,$19439,01/1997,2007,No
3257,870,Visa,Debit,4073664438482773,03/2022,973,NO,1,$30160,06/2003,2017,No
3626,870,Amex,Credit,349088998842560,06/2022,652,YES,2,$0,06/2018,2018,No
1039,870,Visa,Debit,4701143570043786,11/2012,807,NO,1,$28937,02/2004,2008,No
2080,16,Mastercard,Debit (Prepaid),5151149006132572,05/2020,636,NO,2,$22,03/2005,2011,No
49,16,Mastercard,Debit,5289860104321083,08/2015,59,YES,2,$1575,01/2004,2005,No
4964,16,Mastercard,Debit,5496658602251095,12/2020,962,YES,2,$7562,10/2002,2011,No
4093,16,Mastercard,Debit,5571413073625472,05/2024,741,YES,2,$17211,08/1999,2013,No
2979,16,Visa,Credit,4255418851751854,06/2010,361,NO,2,$9500,05/2008,2010,No
3513,46,Mastercard,Debit,5718393085724653,11/2022,117,YES,2,$24191,06/2011,2011,No
3732,46,Mastercard,Debit (Prepaid),5358119472579247,03/2023,129,YES,2,$68,07/2005,2006,No
2925,46,Mastercard,Debit,5615933957470022,02/2020,432,YES,2,$8037,05/2007,2010,No
1167,46,Mastercard,Debit (Prepaid),5310685272979011,02/2018,830,YES,2,$97,02/2009,2015,No
450,800,Mastercard,Debit,5198251438400161,05/2021,789,YES,1,$15555,01/2020,2020,No
2759,800,Mastercard,Debit,5306340091674907,05/2016,523,YES,1,$18242,04/2016,2016,No
1779,800,Visa,Debit (Prepaid),4338828980282998,12/2021,148,YES,2,$62,02/2020,2020,No
754,800,Visa,Debit,4430018858326722,12/2022,451,NO,1,$16715,01/2020,2020,No
1479,1968,Mastercard,Debit (Prepaid),5439358068470043,02/2020,309,YES,1,$46,02/2020,2020,No
1298,697,Mastercard,Debit,5139001522381220,04/2021,740,YES,2,$20195,02/2012,2012,No
3640,697,Mastercard,Debit,5420521698473433,07/2019,257,YES,2,$39818,06/2019,2019,No
3074,697,Visa,Debit,4873407892539448,09/2018,423,YES,2,$33736,05/2010,2010,No
4239,1269,Mastercard,Debit,5205177909482379,11/2011,911,YES,2,$17850,08/2008,2008,No
4147,1269,Amex,Credit,324624221959001,02/2021,846,YES,2,$11300,08/2005,2008,No
3075,1782,Visa,Debit,4853013168432421,09/2015,554,NO,2,$1981,05/2010,2014,No
4289,1782,Mastercard,Debit,5770027992115355,07/2024,811,YES,1,$15695,08/2009,2010,No
2172,1782,Mastercard,Debit,5305462513282842,06/2014,605,YES,2,$23475,03/2008,2011,No
5366,1977,Mastercard,Credit,5656749855983523,06/2017,315,YES,1,$12900,11/2001,2011,No
2673,1977,Mastercard,Debit (Prepaid),5755720451424427,02/2021,988,YES,1,$91,04/2011,2011,No
965,1977,Mastercard,Debit,5833925436440570,10/2022,344,YES,2,$15341,02/1999,2014,No
4763,1734,Mastercard,Debit,5116904368864992,06/2015,698,YES,2,$42116,09/2010,2011,No
451,1734,Mastercard,Debit,5945680972992846,01/2020,843,NO,2,$39312,01/2020,2020,No
3300,1913,Visa,Debit,4082503635321960,04/2008,947,NO,2,$21370,06/2005,2010,No
5226,1913,Amex,Credit,356204311290241,12/2022,312,YES,2,$16700,10/2011,2011,No
5477,1913,Amex,Credit,356951210404599,10/2024,952,YES,1,$17800,11/2007,2011,No
5877,1913,Mastercard,Credit,5697567028506344,11/2020,356,YES,2,$16200,12/2007,2011,No
3084,1913,Amex,Credit,333504501414647,12/2020,276,YES,1,$17700,05/2011,2013,No
13,858,Mastercard,Credit,5106045376475662,03/2021,686,YES,1,$14600,01/2000,2012,No
4735,858,Visa,Credit,4899127312611091,07/2024,490,YES,2,$10700,09/2009,2011,No
2633,858,Mastercard,Debit (Prepaid),5241392304445807,07/2023,137,YES,1,$89,04/2010,2010,No
4173,606,Mastercard,Debit,5691422356177731,09/2006,349,YES,3,$11398,08/2006,2013,No
5925,1564,Mastercard,Credit,5272030426588008,12/2023,905,YES,2,$8200,12/2008,2010,No
4240,1564,Mastercard,Credit,5399201189421219,06/2021,479,YES,1,$6100,08/2008,2008,No
3514,1564,Mastercard,Debit,5158754138100901,07/2024,813,YES,1,$15820,06/2011,2011,No
1480,1109,Mastercard,Debit,5607458054846909,08/2023,252,YES,2,$9774,02/2020,2020,No
3136,1301,Visa,Debit,4199613929770276,09/2023,765,YES,1,$22833,05/2013,2013,No
755,1301,Visa,Debit,4912898188628991,11/2022,446,YES,1,$48502,01/2020,2020,No
2787,1301,Visa,Debit,4729953228374508,07/2022,461,YES,2,$34888,04/2019,2019,No
4435,1301,Visa,Debit,4164595738782783,08/2019,90,NO,1,$29503,08/2014,2014,No
378,1301,Mastercard,Debit,5036328460113700,08/2021,627,YES,2,$19570,01/2019,2019,No
3189,1301,Mastercard,Debit,5975006425756630,12/2023,551,YES,1,$22297,05/2017,2017,No
3595,1301,Visa,Debit,4420959167134444,09/2023,75,YES,1,$20031,06/2015,2015,No
1481,1301,Mastercard,Debit,5016998590035219,02/2020,597,YES,2,$30323,02/2020,2020,No
390,1301,Amex,Credit,308100975355379,04/2024,881,YES,1,$19000,01/2020,2020,No
4065,1399,Mastercard,Debit,5835253444174486,02/2020,308,YES,1,$18162,07/2018,2018,No
756,1399,Visa,Debit (Prepaid),4049734716799356,12/2020,662,YES,1,$54,01/2020,2020,No
1482,1399,Mastercard,Credit,5314005209195975,08/2022,991,YES,1,$8700,02/2020,2020,No
452,1399,Mastercard,Debit,5849554532579598,05/2021,767,YES,1,$14295,01/2020,2020,No
5743,1775,Visa,Debit,4997798155113400,11/2024,545,NO,1,$17620,11/2019,2019,No
344,1775,Mastercard,Debit,5309940542589432,02/2020,924,YES,2,$17201,01/2015,2015,No
423,1775,Discover,Credit,6108413838069051,08/2021,894,YES,1,$8300,01/2020,2020,No
5542,1673,Visa,Debit,4251102360489444,08/2023,439,YES,2,$17853,11/2008,2011,No
2777,1673,Mastercard,Debit,5557372707231204,12/2024,434,YES,1,$10794,04/2018,2018,No
5598,1673,Mastercard,Debit,5865546237246039,12/2019,155,YES,1,$15832,11/2010,2011,No
3759,1957,Mastercard,Debit (Prepaid),5878511318941183,10/2006,699,YES,1,$26,07/2006,2019,No
5483,1957,Mastercard,Credit,5825403139414547,05/2013,531,YES,2,$16300,11/2007,2009,No
453,1033,Mastercard,Debit,5407870927189092,10/2024,228,YES,2,$14836,01/2020,2020,No
454,1033,Mastercard,Debit,5089025651729124,07/2024,464,YES,2,$13972,01/2020,2020,No
3564,1024,Mastercard,Debit,5847313041147612,06/2024,574,YES,1,$33103,06/2013,2013,No
4241,1024,Mastercard,Debit,5454341430423098,09/2023,247,YES,1,$20847,08/2008,2010,No
5268,1024,Mastercard,Debit,5183724144988670,11/2013,569,YES,1,$31807,10/2013,2013,No
1006,1024,Visa,Credit,4903105068681962,03/2024,274,YES,1,$16100,02/2002,2014,No
2825,1441,Mastercard,Debit,5370803294413435,07/2021,851,YES,1,$28894,05/2002,2011,No
1007,1441,Visa,Debit (Prepaid),4129518763612024,03/2002,84,YES,1,$61,02/2002,2009,No
4792,1441,Visa,Credit,4164752448797896,02/2023,24,YES,1,$12500,09/2010,2012,No
2599,1103,Mastercard,Debit,5557896137687493,06/2023,598,YES,2,$15409,04/2009,2010,No
4984,1103,Mastercard,Credit,5675172699563859,08/2023,294,YES,1,$5300,10/2003,2012,No
2895,1103,Mastercard,Debit,5259283165298575,12/2016,403,YES,1,$13469,05/2006,2009,No
455,431,Mastercard,Debit,5155446517379011,05/2020,719,YES,1,$16524,01/2020,2020,No
456,431,Mastercard,Debit,5831064486667385,01/2020,570,NO,1,$29526,01/2020,2020,No
1483,431,Mastercard,Debit,5157956439521808,07/2023,657,YES,1,$16407,02/2020,2020,No
3378,165,Mastercard,Debit (Prepaid),5874195902667119,04/2023,206,YES,2,$61,06/2008,2015,No
5146,165,Mastercard,Debit,5803563077451662,11/2020,827,YES,2,$40628,10/2009,2014,No
2559,165,Mastercard,Debit,5283475217390040,08/2010,149,YES,2,$24980,04/2008,2014,No
1484,353,Mastercard,Debit,5316882967513700,05/2020,122,YES,1,$10290,02/2020,2020,No
5328,353,Mastercard,Debit (Prepaid),5962806753089588,01/2023,217,YES,1,$84,10/2018,2018,No
2154,1758,Visa,Debit,4631099146168683,12/2018,597,YES,1,$13725,03/2007,2014,No
4686,1758,Visa,Debit,4716755530325962,12/2024,821,YES,2,$8278,09/2008,2010,No
3440,1758,Visa,Debit,4053406246662206,09/2020,491,YES,2,$13514,06/2009,2018,No
2674,1758,Mastercard,Credit,5105518827174579,11/2024,883,YES,1,$3800,04/2011,2011,No
2478,1266,Mastercard,Debit,5192370991764802,10/2024,603,YES,2,$15119,04/2005,2011,No
457,1943,Mastercard,Debit (Prepaid),5182568921946800,01/2021,310,YES,1,$81,01/2020,2020,No
458,1943,Mastercard,Debit,5394718113711366,02/2020,16,YES,1,$34183,01/2020,2020,No
757,1943,Visa,Credit,4864430404023760,07/2022,534,YES,1,$22200,01/2020,2020,No
1485,792,Mastercard,Debit,5124153601404702,02/2022,6,YES,1,$15117,02/2020,2020,No
3491,792,Visa,Debit (Prepaid),4073696489940421,04/2020,274,YES,2,$81,06/2010,2010,No
3249,1055,Mastercard,Debit,5476802835185783,05/2023,744,YES,2,$1543,06/2003,2009,No
459,1159,Mastercard,Debit,5753359093924163,09/2024,795,YES,1,$22821,01/2020,2020,No
1780,1159,Visa,Credit,4201957315957623,01/2023,619,YES,1,$13200,02/2020,2020,No
460,1159,Mastercard,Debit,5786593463189278,08/2024,58,YES,1,$16330,01/2020,2020,No
758,1159,Visa,Debit (Prepaid),4091173399720381,01/2020,916,NO,2,$39,01/2020,2020,No
5484,1115,Mastercard,Credit,5345794459975216,11/2007,412,YES,2,$6400,11/2007,2011,No
2809,1115,Visa,Credit,4897384992083944,05/2000,382,YES,1,$3500,05/2000,2007,No
6138,1115,Visa,Debit,4171955938083789,04/2023,251,YES,1,$12606,12/2018,2018,No
374,1115,Visa,Debit,4906405312400640,02/2023,579,YES,1,$9921,01/2018,2018,No
4225,1115,Visa,Debit (Prepaid),4176098872817204,05/2022,661,YES,2,$96,08/2007,2009,No
1014,1115,Mastercard,Debit,5412244076346677,12/2024,594,YES,1,$18964,02/2003,2009,No
2526,38,Mastercard,Debit,5297260201877616,01/2024,580,YES,2,$3711,04/2007,2013,No
1352,1027,Mastercard,Debit,5735792874705665,03/2023,748,NO,1,$35279,02/2015,2015,No
5543,1027,Visa,Credit,4863498051032543,07/2020,593,YES,2,$13800,11/2008,2015,No
3671,1027,Mastercard,Debit,5489970186857774,02/2022,7,YES,2,$24215,07/2002,2007,No
5503,11,Visa,Credit,4508109473981620,09/2024,763,YES,1,$19400,11/2007,2010,No
2096,11,Visa,Debit (Prepaid),4800041020887836,06/2020,59,YES,2,$30,03/2005,2014,No
243,11,Visa,Debit,4144574679317199,03/2024,543,YES,2,$17208,01/2010,2016,No
18,11,Mastercard,Credit,5919854740342964,11/2004,604,YES,2,$18300,01/2001,2011,No
1336,11,Mastercard,Debit,5208447578218097,09/2021,126,YES,1,$51012,02/2014,2014,No
189,11,Amex,Credit,320735955126194,02/2019,686,YES,1,$15000,01/2009,2011,No
2910,871,Visa,Credit,4325807240930443,04/2018,642,YES,1,$7600,05/2006,2009,No
2081,871,Mastercard,Debit,5672870607977288,11/2023,952,YES,2,$8052,03/2005,2012,No
2082,871,Mastercard,Credit,5025018096886549,07/2024,783,YES,1,$8600,03/2005,2007,No
5336,871,Mastercard,Debit,5125159184089047,08/2020,945,YES,2,$20128,10/2019,2019,No
3831,871,Amex,Credit,339948848081416,03/2023,643,YES,1,$9000,07/2008,2013,No
5645,871,Mastercard,Debit (Prepaid),5967922448022597,10/2020,849,YES,2,$91,11/2011,2012,No
958,746,Amex,Credit,313387157322526,12/2024,961,YES,1,$6800,02/1996,2009,No
3043,746,Mastercard,Debit (Prepaid),5287305063365339,07/2011,597,YES,1,$93,05/2010,2010,No
2319,746,Visa,Credit,4511050153177271,01/2016,263,YES,2,$9800,03/2013,2013,No
3492,746,Visa,Credit,4795565502176661,01/2021,731,YES,2,$6700,06/2010,2011,No
108,1520,Visa,Credit,4515587053760939,05/2023,983,YES,1,$9800,01/2006,2015,No
3329,1520,Visa,Debit,4185031026466058,01/2018,48,YES,2,$24544,06/2006,2013,No
2956,1520,Mastercard,Debit,5835884730427367,05/2023,642,YES,1,$22639,05/2008,2010,No
4033,1520,Discover,Credit,61139799597990
